left_id,right_id,is_match,notes
525,525,1,hyphen: daughter-in-law = daughter in law
526,526,1,hyphen: son-in-law = son in law
527,527,1,hyphen: attorney-at-law = attorney at law
528,528,1,hyphen: commander-in-chief = commander in chief
529,529,1,hyphen: editor-in-chief = editor in chief
530,530,1,hyphen: surgeon-general = surgeon general
531,531,1,hyphen: up-to-date information = up to date information
532,532,1,hyphen: day-to-day operations = day to day operations
533,533,1,hyphen: face-to-face meeting = face to face meeting
534,534,1,hyphen: door-to-door sales = door to door sales
535,535,1,hyphen: end-to-end encryption = end to end encryption
536,536,1,hyphen: peer-to-peer network = peer to peer network
537,537,0,abbrev: business-to-business != B2B
538,538,0,abbrev: business-to-consumer != B2C
539,539,0,abbrev: consumer-to-consumer != C2C
540,540,0,abbrev: government-to-citizen != G2C
541,541,1,hyphen: one-on-one coaching = one on one coaching
542,542,1,hyphen: two-by-four lumber = two by four lumber
543,543,0,abbrev: three-dimensional model != 3D model
544,544,0,abbrev: four-wheel drive != 4WD
545,545,1,hyphen_number: five-star rating = 5 star rating
546,546,1,hyphen_number: six-figure salary = 6 figure salary
547,547,1,hyphen_number: seven-day week = 7 day week
548,548,1,hyphen_number: eight-hour shift = 8 hour shift
549,549,1,hyphen_number: nine-to-five job = 9 to 5 job
550,550,1,hyphen_number: ten-year plan = 10 year plan
551,551,0,number_word: seventy-two hour deadline = 72 hour deadline
552,552,0,number_word: twenty-four seven service = 24 7 service
553,553,0,number_word: three hundred sixty degree view = 360 degree view
554,554,0,number_word: forty-eight hour notice = 48 hour notice
555,555,0,number_word: ninety-day trial = 90 day trial
556,556,0,number_word: thirty-day guarantee = 30 day guarantee
557,557,0,number_word: sixty-minute session = 60 minute session
558,558,0,number_word: fifteen-minute break = 15 minute break
559,559,0,number_word: forty-five degree angle = 45 degree angle
560,560,0,number_word: one hundred percent commitment = 100 percent commitment
561,561,1,hyphen: Waldorf-Astoria Hotel = Waldorf Astoria
562,562,1,hyphen: Ritz-Carlton Resort = Ritz Carlton
563,563,0,abbrev: Four Seasons Hotel != Four Seasons
564,564,0,abbrev: Marriott International != Marriott
565,565,0,abbrev: Hilton Hotels != Hilton
566,566,0,abbrev: Hyatt Regency != Hyatt
567,567,0,abbrev: InterContinental Hotels != InterContinental
568,568,0,abbrev: Sheraton Hotels != Sheraton
569,569,0,abbrev: Westin Hotels != Westin
570,570,1,punctuation: St. Regis Hotel = St Regis
571,571,1,punctuation: U.S.A. = USA
572,572,1,punctuation: U.K. = UK
573,573,1,punctuation: U.A.E. = UAE
574,574,1,punctuation: U.S.S.R. = USSR
575,575,1,punctuation: P.R.C. = PRC
576,576,1,punctuation: R.O.C. = ROC
577,577,1,punctuation: D.P.R.K. = DPRK
578,578,1,punctuation: R.O.K. = ROK
579,579,1,punctuation: E.U. = EU
580,580,1,punctuation: U.N. = UN
581,581,1,abbrev_expand: Gen. George Patton = General George Patton
582,582,1,abbrev_expand: Adm. Chester Nimitz = Admiral Chester Nimitz
583,583,1,abbrev_expand: Col. Sanders = Colonel Sanders
584,584,1,abbrev_expand: Sgt. Pepper = Sergeant Pepper
585,585,1,abbrev_expand: Cpl. Maxwell Klinger = Corporal Maxwell Klinger
586,586,1,abbrev_expand: Pvt. Ryan = Private Ryan
587,587,1,abbrev_expand: Lt. Dan Taylor = Lieutenant Dan Taylor
588,588,1,abbrev_expand: Capt. Jack Sparrow = Captain Jack Sparrow
589,589,1,abbrev_expand: Maj. General = Major General
590,590,1,abbrev_expand: Brig. General = Brigadier General
591,591,0,abbrev: Hong Kong SAR != Hong Kong
592,592,0,abbrev: Macau SAR != Macau
593,593,0,abbrev: Taiwan ROC != Taiwan
594,594,0,abbrev: Tibet AR != Tibet
595,595,0,abbrev: Xinjiang AR != Xinjiang
596,596,0,abbrev: Inner Mongolia AR != Inner Mongolia
597,597,0,abbrev: Guangxi AR != Guangxi
598,598,0,abbrev: Ningxia AR != Ningxia
599,599,0,abbrev: Shanghai Municipality != Shanghai
600,600,0,abbrev: Beijing Municipality != Beijing
601,601,0,abbrev: Kuala Lumpur != KL
602,602,0,alternate: Ho Chi Minh City != Saigon
603,603,1,hyphen: Tel Aviv-Yafo = Tel Aviv Yafo
604,604,0,abbrev: Gaza City != Gaza
605,605,1,accent: Asunción = Asuncion
606,606,1,accent: Bogotá = Bogota
607,607,1,accent: São Paulo = Sao Paulo
608,608,1,accent: Brasília = Brasilia
609,609,1,accent: León = Leon
610,610,1,accent: Juárez = Juarez
611,611,1,accent: Torreón = Torreon
612,612,1,accent: Querétaro = Queretaro
613,613,1,accent: Mérida = Merida
614,614,1,accent: Montréal = Montreal
615,615,1,accent: Québec City = Quebec City
616,616,0,disambig: Hamilton != Hamilton NZ
617,617,1,hyphen: Napier-Hastings = Napier Hastings
618,618,1,umlaut: Munich = Munchen
619,619,1,umlaut: Cologne = Koln
620,620,1,umlaut: Düsseldorf = Dusseldorf
621,621,1,italian: Rome = Roma
622,622,1,italian: Milan = Milano
623,623,1,italian: Naples = Napoli
624,624,1,italian: Turin = Torino
625,625,1,italian: Genoa = Genova
626,626,1,italian: Florence = Firenze
627,627,1,spanish: Seville = Sevilla
628,628,1,accent: Málaga = Malaga
629,629,0,disambig: Newcastle != Newcastle UK
630,630,0,dutch: The Hague != Den Haag
631,631,0,french: Brussels != Bruxelles
632,632,0,dutch: Antwerp != Antwerpen
633,633,0,dutch: Ghent != Gent
634,634,1,accent: Liège = Liege
635,635,0,dutch: Bruges != Brugge
636,636,0,german: Vienna != Wien
637,637,1,accent: Sankt Pölten = St Polten
638,638,0,alternate: Bern != Berne
639,639,1,umlaut: Zürich = Zurich
640,640,0,french: Geneva != Geneve
641,641,0,german: Lucerne != Luzern
642,642,1,punctuation: St. Gallen = St Gallen
643,643,1,umlaut: Gothenburg = Goteborg
644,644,1,umlaut: Malmö = Malmo
645,645,1,umlaut: Västerås = Vasteras
646,646,1,umlaut: Örebro = Orebro
647,647,1,umlaut: Linköping = Linkoping
648,648,1,umlaut: Jönköping = Jonkoping
649,649,1,umlaut: Norrköping = Norrkoping
650,650,1,accent: Tromsø = Tromso
651,651,0,danish: Copenhagen != Kobenhavn
652,652,1,umlaut: Jyväskylä = Jyvaskyla
653,653,0,russian: Moscow != Moskva
654,654,1,abbrev: Saint Petersburg = St Petersburg
655,655,1,hyphen: Rostov-on-Don = Rostov on Don
656,656,0,polish: Warsaw != Warszawa
657,657,1,accent: Kraków = Krakow
658,658,1,special_char: Łódź = Lodz
659,659,1,accent: Wrocław = Wroclaw
660,660,1,accent: Poznań = Poznan
661,661,1,accent: Gdańsk = Gdansk
662,662,1,accent: Białystok = Bialystok
663,663,0,czech: Prague != Praha
664,664,1,accent: Plzeň = Plzen
665,665,1,accent: České Budějovice = Ceske Budejovice
666,666,1,accent: Hradec Králové = Hradec Kralove
667,667,1,accent: Ústí nad Labem = Usti nad Labem
668,668,1,accent: Pécs = Pecs
669,669,1,accent: Győr = Gyor
670,670,1,accent: Nyíregyháza = Nyiregyhaza
671,671,1,accent: Kecskemét = Kecskemet
672,672,1,accent: Székesfehérvár = Szekesfehervar
